source,degeneracy_id,formula,is_ring,used_in_objective,log_P_exist,P_exist,individual_loss,C#C,C-C,C-O,C=C,C=O,O-O,O=O,C#O
pseudo_negative,H2O3_001,H2O3,FALSE,TRUE,-0.089740138,0.914168712,0.835704435,0,0,0,0,0,2,0,0
pseudo_negative,H2O5_001,H2O5,FALSE,TRUE,-0.179480275,0.835704435,0.698401902,0,0,0,0,0,4,0,0
pseudo_negative,H2O6_001,H2O6,FALSE,TRUE,-0.224350344,0.799035148,0.638457168,0,0,0,0,0,5,0,0
pseudo_negative,C10H10_001,C10H10,TRUE,TRUE,-0.284612188,0.752305951,0.565964244,1,6,0,3,0,0,0,0
pseudo_negative,C10H12_001,C10H12,TRUE,TRUE,-0.29447624,0.744921646,0.554908258,1,7,0,2,0,0,0,0
pseudo_negative,C10H14_001,C10H14,TRUE,TRUE,-0.300278159,0.740612184,0.548506408,0,7,0,3,0,0,0,0
pseudo_negative,C10H8O_001,C10H8O,TRUE,TRUE,-0.304217378,0.737700489,0.544202012,1,6,0,3,1,0,0,0
pseudo_negative,C10H14_002,C10H14,TRUE,TRUE,-0.304340291,0.737609822,0.544068249,1,8,0,1,0,0,0,0
pseudo_negative,C10H16_001,C10H16,TRUE,TRUE,-0.31014221,0.73334266,0.537791457,0,8,0,2,0,0,0,0
pseudo_negative,C10H10O_002,C10H10O,TRUE,TRUE,-0.314081429,0.730459545,0.533571147,1,7,0,2,1,0,0,0
pseudo_negative,H2O8_001,H2O8,FALSE,TRUE,-0.314090482,0.730452932,0.533561486,0,0,0,0,0,7,0,0
pseudo_negative,C10H16_002,C10H16,TRUE,TRUE,-0.314204343,0.730369767,0.533439997,1,9,0,0,0,0,0,0
pseudo_negative,C10H10O_001,C10H10O,TRUE,TRUE,-0.317023856,0.728313381,0.53044038,1,6,1,3,0,0,0,0
pseudo_negative,C10H12O_001,C10H12O,TRUE,TRUE,-0.319883348,0.726233748,0.527415457,0,7,0,3,1,0,0,0
pseudo_negative,C10H18_001,C10H18,TRUE,TRUE,-0.320006262,0.72614449,0.52728582,0,9,0,1,0,0,0,0
pseudo_negative,C10H6O2_001,C10H6O2,TRUE,TRUE,-0.323822567,0.723378582,0.523276573,1,6,0,3,2,0,0,0
pseudo_negative,C10H12O_003,C10H12O,TRUE,TRUE,-0.323945481,0.723289674,0.523147953,1,8,0,1,1,0,0,0
pseudo_negative,C10H12O_002,C10H12O,TRUE,TRUE,-0.326887907,0.721164576,0.520078345,1,7,1,2,0,0,0,0
pseudo_negative,C10H14O_002,C10H14O,TRUE,TRUE,-0.3297474,0.719105356,0.517112514,0,8,0,2,1,0,0,0
pseudo_negative,C10H20_001,C10H20,TRUE,TRUE,-0.329870314,0.719016974,0.516985409,0,10,0,0,0,0,0,0
pseudo_negative,C10H14O_001,C10H14O,TRUE,TRUE,-0.332689826,0.716992552,0.514078319,0,7,1,3,0,0,0,0
pseudo_negative,C10H8O2_002,C10H8O2,TRUE,TRUE,-0.333686619,0.716278215,0.513054481,1,7,0,2,2,0,0,0
pseudo_negative,C10H14O_004,C10H14O,TRUE,TRUE,-0.333809533,0.71619018,0.512928374,1,9,0,0,1,0,0,0
pseudo_negative,C10H8O2_001,C10H8O2,TRUE,TRUE,-0.336629045,0.714173717,0.510044098,1,6,1,3,1,0,0,0
pseudo_negative,C10H14O_003,C10H14O,TRUE,TRUE,-0.336751959,0.714085941,0.509918731,1,8,1,1,0,0,0,0
pseudo_negative,C10H10O2_001,C10H10O2,TRUE,TRUE,-0.339488538,0.712134459,0.507135488,0,7,0,3,2,0,0,0
pseudo_negative,C10H16O_002,C10H16O,TRUE,TRUE,-0.339611452,0.712046934,0.507010836,0,9,0,1,1,0,0,0
pseudo_negative,C10H16O_001,C10H16O,TRUE,TRUE,-0.342553878,0.709954867,0.504035914,0,8,1,2,0,0,0,0
pseudo_negative,C10H10O2_004,C10H10O2,TRUE,TRUE,-0.343550671,0.709247542,0.503032076,1,8,0,1,2,0,0,0
pseudo_negative,C10H10O2_003,C10H10O2,TRUE,TRUE,-0.346493097,0.707163701,0.5000805,1,7,1,2,1,0,0,0
pseudo_negative,C10H16O_003,C10H16O,TRUE,TRUE,-0.346616011,0.707076786,0.499957582,1,9,1,0,0,0,0,0
pseudo_negative,C10H12O2_002,C10H12O2,TRUE,TRUE,-0.34935259,0.70514446,0.497228709,0,8,0,2,2,0,0,0
pseudo_negative,C10H10O2_002,C10H10O2,TRUE,TRUE,-0.349435523,0.705085982,0.497146242,1,6,2,3,0,0,0,0
pseudo_negative,C10H18O_002,C10H18O,TRUE,TRUE,-0.349475503,0.705057793,0.497106492,0,10,0,0,1,0,0,0
pseudo_negative,C12H14_001,C12H14,TRUE,TRUE,-0.350586251,0.704275087,0.496003398,1,8,0,3,0,0,0,0
pseudo_negative,C10H12O2_001,C10H12O2,TRUE,TRUE,-0.352295016,0.703072674,0.494311184,0,7,1,3,1,0,0,0
pseudo_negative,C10H18O_001,C10H18O,TRUE,TRUE,-0.35241793,0.702986262,0.494189684,0,9,1,1,0,0,0,0
pseudo_negative,C10H12O2_005,C10H12O2,TRUE,TRUE,-0.353414722,0.702285879,0.493205456,1,9,0,0,2,0,0,0
pseudo_negative,C10H12O2_004,C10H12O2,TRUE,TRUE,-0.356357149,0.700222492,0.490311538,1,8,1,1,1,0,0,0
pseudo_negative,C10H14O2_003,C10H14O2,TRUE,TRUE,-0.359216641,0.698223071,0.487515457,0,9,0,1,2,0,0,0
pseudo_negative,C10H12O2_003,C10H12O2,TRUE,TRUE,-0.359299575,0.698165167,0.487434601,1,7,2,2,0,0,0,0
pseudo_negative,C12H16_001,C12H16,TRUE,TRUE,-0.360450302,0.697362232,0.486314082,1,9,0,2,0,0,0,0
pseudo_negative,C10H14O2_002,C10H14O2,TRUE,TRUE,-0.362159068,0.696171621,0.484654925,0,8,1,2,1,0,0,0
pseudo_negative,C10H20O_001,C10H20O,TRUE,TRUE,-0.362281981,0.696086057,0.484535799,0,10,1,0,0,0,0,0
pseudo_negative,C10H14O2_001,C10H14O2,TRUE,TRUE,-0.365101494,0.694126198,0.481811178,0,7,2,3,0,0,0,0
pseudo_negative,C10H14O2_005,C10H14O2,TRUE,TRUE,-0.3662212,0.693349415,0.480733411,1,9,1,0,1,0,0,0
pseudo_negative,C12H18_001,C12H18,TRUE,TRUE,-0.366252221,0.693327907,0.480703587,0,9,0,3,0,0,0,0
pseudo_negative,C10H16O2_003,C10H16O2,TRUE,TRUE,-0.369080693,0.691369619,0.477991951,0,10,0,0,2,0,0,0
pseudo_negative,C10H14O2_004,C10H14O2,TRUE,TRUE,-0.369163627,0.691312284,0.477912674,1,8,2,1,0,0,0,0
pseudo_negative,C12H12O_001,C12H12O,TRUE,TRUE,-0.37019144,0.690602109,0.476931273,1,8,0,3,1,0,0,0
pseudo_negative,C12H18_002,C12H18,TRUE,TRUE,-0.370314354,0.69051723,0.476814045,1,10,0,1,0,0,0,0
pseudo_negative,C10H16O2_002,C10H16O2,TRUE,TRUE,-0.372023119,0.689338305,0.475187299,0,9,1,1,1,0,0,0
pseudo_negative,C10H16O2_001,C10H16O2,TRUE,TRUE,-0.374965546,0.687312959,0.472399104,0,8,2,2,0,0,0,0
pseudo_negative,C12H20_001,C12H20,TRUE,TRUE,-0.376116273,0.686522504,0.471313149,0,10,0,2,0,0,0,0
pseudo_negative,C10H16O2_004,C10H16O2,TRUE,TRUE,-0.379027678,0.684526666,0.468576756,1,9,2,0,0,0,0,0
pseudo_negative,C12H14O_002,C12H14O,TRUE,TRUE,-0.380055492,0.683823461,0.467614526,1,9,0,2,1,0,0,0
pseudo_negative,C12H20_002,C12H20,TRUE,TRUE,-0.380178406,0.683739415,0.467499588,1,11,0,0,0,0,0,0
pseudo_negative,C10H18O2_002,C10H18O2,TRUE,TRUE,-0.381887171,0.682572063,0.465904621,0,10,1,0,1,0,0,0
pseudo_negative,C12H14O_001,C12H14O,TRUE,TRUE,-0.382997918,0.681814319,0.464870765,1,8,1,3,0,0,0,0
pseudo_negative,C10H18O2_001,C10H18O2,TRUE,TRUE,-0.384829597,0.680566597,0.463170892,0,9,2,1,0,0,0,0
pseudo_negative,C12H16O_001,C12H16O,TRUE,TRUE,-0.385857411,0.67986746,0.462219764,0,9,0,3,1,0,0,0
pseudo_negative,C12H22_001,C12H22,TRUE,TRUE,-0.385980325,0.679783901,0.462106151,0,11,0,1,0,0,0,0
pseudo_negative,C12H10O2_001,C12H10O2,TRUE,TRUE,-0.38979663,0.677194582,0.458592501,1,8,0,3,2,0,0,0
pseudo_negative,C12H16O_003,C12H16O,TRUE,TRUE,-0.389919544,0.67711135,0.458479781,1,10,0,1,1,0,0,0
pseudo_negative,C12H16O_002,C12H16O,TRUE,TRUE,-0.39286197,0.675121928,0.455789618,1,9,1,2,0,0,0,0
pseudo_negative,C10H20O2_001,C10H20O2,TRUE,TRUE,-0.394693649,0.673886453,0.454122952,0,10,2,0,0,0,0,0
pseudo_negative,C12H18O_002,C12H18O,TRUE,TRUE,-0.395721463,0.673194179,0.453190403,0,10,0,2,1,0,0,0
pseudo_negative,C12H24_001,C12H24,TRUE,TRUE,-0.395844376,0.67311144,0.45307901,0,12,0,0,0,0,0,0
pseudo_negative,C12H18O_001,C12H18O,TRUE,TRUE,-0.398663889,0.671216267,0.450531277,0,9,1,3,0,0,0,0
pseudo_negative,C12H12O2_002,C12H12O2,TRUE,TRUE,-0.399660682,0.670547536,0.449633999,1,9,0,2,2,0,0,0
pseudo_negative,C12H18O_004,C12H18O,TRUE,TRUE,-0.399783595,0.670465122,0.44952348,1,11,0,0,1,0,0,0
pseudo_negative,C12H12O2_001,C12H12O2,TRUE,TRUE,-0.402603108,0.6685774,0.446995739,1,8,1,3,1,0,0,0
pseudo_negative,C12H18O_003,C12H18O,TRUE,TRUE,-0.402726022,0.668495227,0.446885869,1,10,1,1,0,0,0,0
pseudo_negative,H2O10_001,H2O10,FALSE,TRUE,-0.40383062,0.667757217,0.4458997,0,0,0,0,0,9,0,0
pseudo_negative,C12H14O2_001,C12H14O2,TRUE,TRUE,-0.405462601,0.666668338,0.444446673,0,9,0,3,2,0,0,0
pseudo_negative,C12H20O_002,C12H20O,TRUE,TRUE,-0.405585514,0.666586401,0.444337429,0,11,0,1,1,0,0,0
pseudo_negative,C12H20O_001,C12H20O,TRUE,TRUE,-0.408527941,0.664627902,0.441730248,0,10,1,2,0,0,0,0
pseudo_negative,C12H14O2_004,C12H14O2,TRUE,TRUE,-0.409524733,0.663965736,0.440850498,1,10,0,1,2,0,0,0
pseudo_negative,C12H14O2_003,C12H14O2,TRUE,TRUE,-0.41246716,0.662014937,0.438263777,1,9,1,2,1,0,0,0
pseudo_negative,C12H20O_003,C12H20O,TRUE,TRUE,-0.412590073,0.661933571,0.438156053,1,11,1,0,0,0,0,0
pseudo_negative,C12H16O2_002,C12H16O2,TRUE,TRUE,-0.415326653,0.660124614,0.435764506,0,10,0,2,2,0,0,0
pseudo_negative,C12H14O2_002,C12H14O2,TRUE,TRUE,-0.415409586,0.66006987,0.435692233,1,8,2,3,0,0,0,0
pseudo_negative,C12H22O_002,C12H22O,TRUE,TRUE,-0.415449566,0.660043481,0.435657397,0,12,0,0,1,0,0,0
pseudo_negative,C12H16O2_001,C12H16O2,TRUE,TRUE,-0.418269079,0.658185101,0.433207627,0,9,1,3,1,0,0,0
pseudo_negative,C12H22O_001,C12H22O,TRUE,TRUE,-0.418391992,0.658104206,0.433101146,0,11,1,1,0,0,0,0
pseudo_negative,C12H16O2_005,C12H16O2,TRUE,TRUE,-0.419388785,0.657448539,0.432238582,1,11,0,0,2,0,0,0
pseudo_negative,C12H16O2_004,C12H16O2,TRUE,TRUE,-0.422331211,0.655516889,0.429702391,1,10,1,1,1,0,0,0
pseudo_negative,C12H18O2_003,C12H18O2,TRUE,TRUE,-0.425190704,0.65364512,0.427251943,0,11,0,1,2,0,0,0
pseudo_negative,C12H16O2_003,C12H16O2,TRUE,TRUE,-0.425273638,0.653590914,0.427181082,1,9,2,2,0,0,0,0
pseudo_negative,C12H18O2_002,C12H18O2,TRUE,TRUE,-0.42813313,0.651724645,0.424745012,0,10,1,2,1,0,0,0
pseudo_negative,C12H24O_001,C12H24O,TRUE,TRUE,-0.428256044,0.651644544,0.424640611,0,12,1,0,0,0,0,0
pseudo_negative,C12H18O2_001,C12H18O2,TRUE,TRUE,-0.431075557,0.649809811,0.422252791,0,9,2,3,0,0,0,0
pseudo_negative,C12H18O2_005,C12H18O2,TRUE,TRUE,-0.432195263,0.649082622,0.421308251,1,11,1,0,1,0,0,0
pseudo_negative,C12H20O2_003,C12H20O2,TRUE,TRUE,-0.435054756,0.647229227,0.418905672,0,12,0,0,2,0,0,0
pseudo_negative,C12H18O2_004,C12H18O2,TRUE,TRUE,-0.435137689,0.647175552,0.418836195,1,10,2,1,0,0,0,0
pseudo_negative,C12H20O2_002,C12H20O2,TRUE,TRUE,-0.437997182,0.645327601,0.416447713,0,11,1,1,1,0,0,0
pseudo_negative,C12H20O2_001,C12H20O2,TRUE,TRUE,-0.440939608,0.643431563,0.414004177,0,10,2,2,0,0,0,0
pseudo_negative,C12H20O2_004,C12H20O2,TRUE,TRUE,-0.445001741,0.64082316,0.410654323,1,11,2,0,0,0,0,0
pseudo_negative,C12H22O2_002,C12H22O2,TRUE,TRUE,-0.447861234,0.638993349,0.408312499,0,12,1,0,1,0,0,0
pseudo_negative,C12H22O2_001,C12H22O2,TRUE,TRUE,-0.45080366,0.637115921,0.405916697,0,11,2,1,0,0,0,0
pseudo_negative,C12H24O2_001,C12H24O2,TRUE,TRUE,-0.460667712,0.630862271,0.397987205,0,12,2,0,0,0,0,0
pseudo_negative,C17H28_001,C17H28,FALSE,TRUE,-0.492398428,0.611158815,0.373515097,1,13,0,2,0,0,0,0
pseudo_negative,C17H30_001,C17H30,FALSE,TRUE,-0.502262479,0.605159948,0.366218562,1,14,0,1,0,0,0,0
pseudo_negative,C17H32_001,C17H32,FALSE,TRUE,-0.508064398,0.601659025,0.361993582,0,14,0,2,0,0,0,0
pseudo_negative,C17H26O_001,C17H26O,FALSE,TRUE,-0.512003617,0.59929362,0.359152843,1,13,0,2,1,0,0,0
pseudo_negative,C17H32_002,C17H32,FALSE,TRUE,-0.512126531,0.599219963,0.359064564,1,15,0,0,0,0,0,0
pseudo_negative,C17H34_001,C17H34,FALSE,TRUE,-0.51792845,0.595753403,0.354922118,0,15,0,1,0,0,0,0
pseudo_negative,C17H28O_002,C17H28O,FALSE,TRUE,-0.521867669,0.593411217,0.352136872,1,14,0,1,1,0,0,0
pseudo_negative,C17H28O_001,C17H28O,FALSE,TRUE,-0.524810095,0.591667714,0.350070684,1,13,1,2,0,0,0,0
pseudo_negative,C18H30_001,C18H30,FALSE,TRUE,-0.525385459,0.591327388,0.34966808,1,14,0,2,0,0,0,0
pseudo_negative,C17H30O_001,C17H30O,FALSE,TRUE,-0.527669588,0.589978261,0.348074349,0,14,0,2,1,0,0,0
pseudo_negative,C17H36_001,C17H36,FALSE,TRUE,-0.527792502,0.589905749,0.347988793,0,16,0,0,0,0,0,0
pseudo_negative,C17H24O2_001,C17H24O2,FALSE,TRUE,-0.531608807,0.587658779,0.345342841,1,13,0,2,2,0,0,0
pseudo_negative,C17H30O_003,C17H30O,FALSE,TRUE,-0.531731721,0.587586552,0.345257956,1,15,0,0,1,0,0,0
pseudo_negative,C17H30O_002,C17H30O,FALSE,TRUE,-0.534674147,0.585860163,0.343232131,1,14,1,1,0,0,0,0
pseudo_negative,C18H32_001,C18H32,FALSE,TRUE,-0.535249511,0.585523178,0.342837392,1,15,0,1,0,0,0,0
pseudo_negative,C17H32O_002,C17H32O,FALSE,TRUE,-0.53753364,0.584187293,0.341274794,0,15,0,1,1,0,0,0
pseudo_negative,C17H32O_001,C17H32O,FALSE,TRUE,-0.540476066,0.582470892,0.33927234,0,14,1,2,0,0,0,0
pseudo_negative,C18H34_001,C18H34,FALSE,TRUE,-0.54105143,0.582135855,0.338882154,0,15,0,2,0,0,0,0
pseudo_negative,C17H26O2_002,C17H26O2,FALSE,TRUE,-0.541472859,0.581890578,0.338596645,1,14,0,1,2,0,0,0
pseudo_negative,C17H26O2_001,C17H26O2,FALSE,TRUE,-0.544415285,0.580180925,0.336609905,1,13,1,2,1,0,0,0
pseudo_negative,C17H32O_003,C17H32O,FALSE,TRUE,-0.544538199,0.580109617,0.336527168,1,15,1,0,0,0,0,0
pseudo_negative,C18H28O_001,C18H28O,FALSE,TRUE,-0.544990649,0.579847206,0.336222782,1,14,0,2,1,0,0,0
pseudo_negative,C18H34_002,C18H34,FALSE,TRUE,-0.545113562,0.579775939,0.336140139,1,16,0,0,0,0,0,0
pseudo_negative,C17H28O2_001,C17H28O2,FALSE,TRUE,-0.547274778,0.578524271,0.334690332,0,14,0,2,2,0,0,0
pseudo_negative,C17H34O_002,C17H34O,FALSE,TRUE,-0.547397692,0.578453167,0.334608066,0,16,0,0,1,0,0,0
pseudo_negative,C17H34O_001,C17H34O,FALSE,TRUE,-0.550340118,0.576753613,0.33264473,0,15,1,1,0,0,0,0
pseudo_negative,C18H36_001,C18H36,FALSE,TRUE,-0.550915482,0.576421865,0.332262167,0,16,0,1,0,0,0,0
pseudo_negative,C17H28O2_004,C17H28O2,FALSE,TRUE,-0.551336911,0.576178995,0.331982235,1,15,0,0,2,0,0,0
pseudo_negative,C17H28O2_003,C17H28O2,FALSE,TRUE,-0.554279337,0.574486123,0.330034306,1,14,1,1,1,0,0,0
pseudo_negative,C18H30O_002,C18H30O,FALSE,TRUE,-0.5548547,0.57415568,0.329654745,1,15,0,1,1,0,0,0
pseudo_negative,C17H30O2_002,C17H30O2,FALSE,TRUE,-0.55713883,0.572845731,0.328152231,0,15,0,1,2,0,0,0
pseudo_negative,C17H28O2_002,C17H28O2,FALSE,TRUE,-0.557221763,0.572798224,0.328097806,1,13,2,2,0,0,0,0
pseudo_negative,C18H30O_001,C18H30O,FALSE,TRUE,-0.557797127,0.572468752,0.327720472,1,14,1,2,0,0,0,0
pseudo_negative,C17H30O2_001,C17H30O2,FALSE,TRUE,-0.560081256,0.571162652,0.326226775,0,14,1,2,1,0,0,0
pseudo_negative,C17H36O_001,C17H36O,FALSE,TRUE,-0.56020417,0.571092452,0.326146589,0,16,1,0,0,0,0,0
pseudo_negative,C18H32O_001,C18H32O,FALSE,TRUE,-0.56065662,0.57083412,0.325851592,0,15,0,2,1,0,0,0
pseudo_negative,C18H38_001,C18H38,FALSE,TRUE,-0.560779533,0.570763961,0.325771499,0,17,0,0,0,0,0,0
pseudo_negative,C17H30O2_004,C17H30O2,FALSE,TRUE,-0.564143389,0.568847219,0.323587159,1,15,1,0,1,0,0,0
pseudo_negative,C18H26O2_001,C18H26O2,FALSE,TRUE,-0.564595839,0.568589902,0.323294477,1,14,0,2,2,0,0,0
pseudo_negative,C18H32O_003,C18H32O,FALSE,TRUE,-0.564718752,0.568520019,0.323215012,1,16,0,0,1,0,0,0
pseudo_negative,C17H32O2_003,C17H32O2,FALSE,TRUE,-0.567002881,0.567222928,0.32174185,0,16,0,0,2,0,0,0
pseudo_negative,C17H30O2_003,C17H30O2,FALSE,TRUE,-0.567085815,0.567175888,0.321688488,1,14,2,1,0,0,0,0
pseudo_negative,C18H32O_002,C18H32O,FALSE,TRUE,-0.567661178,0.56684965,0.321318525,1,15,1,1,0,0,0,0
pseudo_negative,C17H32O2_002,C17H32O2,FALSE,TRUE,-0.569945308,0.565556369,0.319854007,0,15,1,1,1,0,0,0
pseudo_negative,C18H34O_002,C18H34O,FALSE,TRUE,-0.570520671,0.565231063,0.319486154,0,16,0,1,1,0,0,0
pseudo_negative,C17H32O2_001,C17H32O2,FALSE,TRUE,-0.572887734,0.563894707,0.317977241,0,14,2,2,0,0,0,0
pseudo_negative,C18H34O_001,C18H34O,FALSE,TRUE,-0.573463098,0.563570356,0.317611546,0,15,1,2,0,0,0,0
pseudo_negative,C18H28O2_002,C18H28O2,FALSE,TRUE,-0.57445989,0.563008873,0.316978991,1,15,0,1,2,0,0,0
pseudo_negative,C17H32O2_004,C17H32O2,FALSE,TRUE,-0.576949866,0.561608738,0.315404375,1,15,2,0,0,0,0,0
pseudo_negative,C18H28O2_001,C18H28O2,FALSE,TRUE,-0.577402317,0.561354696,0.315119095,1,14,1,2,1,0,0,0
pseudo_negative,C18H34O_003,C18H34O,FALSE,TRUE,-0.57752523,0.561285702,0.315041639,1,16,1,0,0,0,0,0
pseudo_negative,C17H34O2_002,C17H34O2,FALSE,TRUE,-0.579809359,0.560005116,0.31360573,0,16,1,0,1,0,0,0
pseudo_negative,C18H30O2_001,C18H30O2,FALSE,TRUE,-0.580261809,0.559751799,0.313322077,0,15,0,2,2,0,0,0
pseudo_negative,C18H36O_002,C18H36O,FALSE,TRUE,-0.580384723,0.559683002,0.313245063,0,17,0,0,1,0,0,0
pseudo_negative,C17H34O2_001,C17H34O2,FALSE,TRUE,-0.582751786,0.558359764,0.311765626,0,15,2,1,0,0,0,0
pseudo_negative,C18H36O_001,C18H36O,FALSE,TRUE,-0.583327149,0.558038597,0.311407075,0,16,1,1,0,0,0,0
pseudo_negative,C18H30O2_004,C18H30O2,FALSE,TRUE,-0.584323942,0.557482625,0.310786877,1,16,0,0,2,0,0,0
pseudo_negative,C18H30O2_003,C18H30O2,FALSE,TRUE,-0.587266368,0.555844684,0.308963313,1,15,1,1,1,0,0,0
pseudo_negative,C18H32O2_002,C18H32O2,FALSE,TRUE,-0.590125861,0.554257521,0.3072014,0,16,0,1,2,0,0,0
pseudo_negative,C18H30O2_002,C18H30O2,FALSE,TRUE,-0.590208794,0.554211556,0.307150449,1,14,2,2,0,0,0,0
pseudo_negative,C20H34_001,C20H34,FALSE,TRUE,-0.591359522,0.553574177,0.306444369,1,16,0,2,0,0,0,0
pseudo_negative,C17H36O2_001,C17H36O2,FALSE,TRUE,-0.592615837,0.55287915,0.305675354,0,16,2,0,0,0,0,0
pseudo_negative,C18H32O2_001,C18H32O2,FALSE,TRUE,-0.593068287,0.552629056,0.305398874,0,15,1,2,1,0,0,0
pseudo_negative,C18H38O_001,C18H38O,FALSE,TRUE,-0.593191201,0.552561135,0.305323807,0,17,1,0,0,0,0,0
pseudo_negative,C18H32O2_004,C18H32O2,FALSE,TRUE,-0.59713042,0.550388757,0.302927784,1,16,1,0,1,0,0,0
pseudo_negative,C18H34O2_003,C18H34O2,FALSE,TRUE,-0.599989913,0.548817172,0.301200288,0,17,0,0,2,0,0,0
pseudo_negative,C18H32O2_003,C18H32O2,FALSE,TRUE,-0.600072846,0.548771659,0.301150333,1,15,2,1,0,0,0,0
pseudo_negative,C20H36_001,C20H36,FALSE,TRUE,-0.601223573,0.548140535,0.300458047,1,17,0,1,0,0,0,0
pseudo_negative,C18H34O2_002,C18H34O2,FALSE,TRUE,-0.602932339,0.547204692,0.299432974,0,16,1,1,1,0,0,0
pseudo_negative,C18H34O2_001,C18H34O2,FALSE,TRUE,-0.605874765,0.545596949,0.29767603,0,15,2,2,0,0,0,0
pseudo_negative,C20H38_001,C20H38,FALSE,TRUE,-0.607025493,0.544969476,0.29699173,0,17,0,2,0,0,0,0
pseudo_negative,C18H34O2_004,C18H34O2,FALSE,TRUE,-0.609936898,0.543385157,0.295267429,1,16,2,0,0,0,0,0
pseudo_negative,C20H32O_001,C20H32O,FALSE,TRUE,-0.610964712,0.542826945,0.294661092,1,16,0,2,1,0,0,0
pseudo_negative,C20H38_002,C20H38,FALSE,TRUE,-0.611087625,0.542760228,0.294588665,1,18,0,0,0,0,0,0
pseudo_negative,C18H36O2_002,C18H36O2,FALSE,TRUE,-0.612796391,0.54183357,0.293583618,0,17,1,0,1,0,0,0
pseudo_negative,C21H34_001,C21H34,FALSE,TRUE,-0.614482501,0.540920749,0.292595256,1,16,0,3,0,0,0,0
pseudo_negative,C18H36O2_001,C18H36O2,FALSE,TRUE,-0.615738817,0.540241608,0.291860995,0,16,2,1,0,0,0,0
pseudo_negative,C20H40_001,C20H40,FALSE,TRUE,-0.616889544,0.539620295,0.291190063,0,18,0,1,0,0,0,0
pseudo_negative,C20H34O_002,C20H34O,FALSE,TRUE,-0.620828763,0.537498794,0.288904953,1,17,0,1,1,0,0,0
pseudo_negative,C20H34O_001,C20H34O,FALSE,TRUE,-0.62377119,0.535919568,0.287209783,1,16,1,2,0,0,0,0
pseudo_negative,C21H36_001,C21H36,FALSE,TRUE,-0.624346553,0.535611308,0.286879473,1,17,0,2,0,0,0,0
pseudo_negative,C18H38O2_001,C18H38O2,FALSE,TRUE,-0.625602869,0.534938833,0.286159556,0,17,2,0,0,0,0,0
pseudo_negative,C20H36O_001,C20H36O,FALSE,TRUE,-0.626630682,0.534389298,0.285571922,0,17,0,2,1,0,0,0
pseudo_negative,C20H42_001,C20H42,FALSE,TRUE,-0.626753596,0.534323619,0.28550173,0,19,0,0,0,0,0,0
pseudo_negative,C21H38_001,C21H38,FALSE,TRUE,-0.630148472,0.532512732,0.28356981,0,17,0,3,0,0,0,0
pseudo_negative,C20H30O2_001,C20H30O2,FALSE,TRUE,-0.630569901,0.532288363,0.283330901,1,16,0,2,2,0,0,0
pseudo_negative,C20H36O_003,C20H36O,FALSE,TRUE,-0.630692815,0.532222941,0.283261259,1,18,0,0,1,0,0,0
pseudo_negative,C20H36O_002,C20H36O,FALSE,TRUE,-0.633635241,0.530659216,0.281599204,1,17,1,1,0,0,0,0
pseudo_negative,C21H32O_001,C21H32O,FALSE,TRUE,-0.634087691,0.530419174,0.2813445,1,16,0,3,1,0,0,0
